"chr","start","end","n","B","S","estimate","se","z","p.value","number.tests","p.adjust","Genes","Regions","Delta_Beta"
"chr20",62183964,62184397,5,-8.2086136359732,1.03036685645995,-8.2086136359732,1.03036685645995,-7.96669029531447,1.62980436823488e-15,299051,4.8739462612501e-10,"C20orf195","TSS1500;TSS200;5'UTR;1stExon",-0.0215043689070433
"chr8",144790375,144790410,3,-9.15588779479002,1.17429297115185,-9.15588779479002,1.17429297115185,-7.79693655647886,6.34281086783102e-15,299051,1.89682393283573e-09,"LOC100130274","TSS200",-0.018848410759277
"chr6",29760659,29760909,4,-9.47054587498658,1.21547522578598,-9.47054587498658,1.21547522578598,-7.79164040045533,6.6144758731945e-15,299051,1.97806562435469e-09,"HCG4","TSS200;Body",0.00853550126601596
"chr13",97646341,97646639,2,-29.9097293927015,3.95456136245837,-29.9097293927015,3.95456136245837,-7.56334942141548,3.92820500099883e-14,299051,1.1747336337537e-08,"OXGR1","TSS200;5'UTR",-0.0665440608308094
"chr11",66327000,66327250,2,-11.5642052109023,1.54195963695681,-11.5642052109023,1.54195963695681,-7.49968088251991,6.3973386376878e-14,299051,1.91313051693917e-08,"ACTN3","Body",-0.0128885415615426
"chr15",101389272,101389974,6,-11.4869226863772,1.54322162447398,-11.4869226863772,1.54322162447398,-7.44346923617836,9.80749499417054e-14,299051,2.93294118550169e-08,"","",-0.0666860512792765
"chr19",52004630,52004992,2,-6.54487274652879,0.88233701229817,-6.54487274652879,0.88233701229817,-7.41765635500403,1.19210918804705e-13,299051,3.56501444794658e-08,"SIGLEC12","1stExon;TSS1500;5'UTR",-0.0167790374106546
"chr3",52479069,52479108,4,-4.89136328007097,0.659858271186127,-4.89136328007097,0.659858271186127,-7.41274830317503,1.23708538248101e-13,299051,3.6995162071633e-08,"SEMA3G","TSS200",-0.044928652986977
"chr8",6407676,6407997,3,-8.75458145301727,1.1988904038471,-8.75458145301727,1.1988904038471,-7.30223665559823,2.83022886446448e-13,299051,8.46382772146968e-08,"ANGPT2;MCPH1","Body",-0.0196401054837647
"chr2",115419537,115420215,6,-9.60862138450542,1.31905205192245,-9.60862138450542,1.31905205192245,-7.28448992630834,3.22889601388859e-13,299051,9.65604581849397e-08,"DPP10","Body",-0.0597218915262351
"chr10",43522143,43522343,3,-8.66856536323542,1.19323799189817,-8.66856536323542,1.19323799189817,-7.26474133583838,3.73752774639144e-13,299051,1.11771141008611e-07,"","",-0.0153343398718818
"chr7",155832938,155832992,2,-16.9863881988149,2.35579148524458,-16.9863881988149,2.35579148524458,-7.21048034395597,5.57548450502611e-13,299051,1.66735421671256e-07,"","",-0.0246711579290929
"chr22",20783896,20783963,2,-6.77793126448963,0.941474140296713,-6.77793126448963,0.941474140296713,-7.19927502454132,6.05335443144043e-13,299051,1.81026169607669e-07,"SCARF2","Body",0.00752879284357612
"chr6",32118204,32118208,2,8.60035113193604,1.19799000727142,8.60035113193604,1.19799000727142,7.17898403136474,7.02313476935767e-13,299051,2.10027547591118e-07,"PRRT1","Body",0.0463663745405191
"chr10",88428026,88428222,5,1.65541833538726,0.231160582234424,1.65541833538726,0.231160582234424,7.16133485815707,7.98952213012758e-13,299051,2.38927458253678e-07,"LDB3","TSS1500;TSS200;1stExon;5'UTR",-0.0147233789572245
"chr13",113698621,113698994,6,12.9398252763956,1.81533351383526,12.9398252763956,1.81533351383526,7.1280705048284,1.01785639764401e-12,299051,3.04390973571837e-07,"MCF2L","Body",0.032306602796493
"chr11",32421518,32421845,5,-12.4271120203654,1.75818285309905,-12.4271120203654,1.75818285309905,-7.06815676109049,1.57005131743121e-12,299051,4.6952541652912e-07,"WT1","Body",-0.0290260352101277
"chr19",695447,695549,2,-11.7581663263464,1.66758541129263,-11.7581663263464,1.66758541129263,-7.05101294765586,1.77619965203131e-12,299051,5.31174282139614e-07,"PRSSL1","5'UTR;1stExon;TSS200",-0.0331259706187828
"chr22",43166139,43166347,3,-9.17846820877989,1.30901913739691,-9.17846820877989,1.30901913739691,-7.01171430314765,2.35415549880918e-12,299051,7.04012556074384e-07,"","",-0.0126595332193641
"chr4",3746443,3746931,5,-7.56717594189902,1.08216871159334,-7.56717594189902,1.08216871159334,-6.99260278072302,2.69832693759434e-12,299051,8.06937369014526e-07,"","",-0.00306674641087754
"chr10",106034575,106034747,4,-15.6750488445377,2.25093936640678,-15.6750488445377,2.25093936640678,-6.96378102336895,3.31259378605596e-12,299051,9.90634484313822e-07,"GSTO2","Body;5'UTR",0.00123595716157287
"chr16",86337819,86337823,2,-23.9938677306313,3.49371447230242,-23.9938677306313,3.49371447230242,-6.86772428624337,6.52341427130258e-12,299051,1.95083356124731e-06,"","",-0.0263927647811174
"chr4",4763284,4763753,6,-9.51672547708342,1.39411293329562,-9.51672547708342,1.39411293329562,-6.82636625039141,8.70924156021089e-12,299051,2.60450739782263e-06,"","",-0.0214185368295883
"chr19",21860753,21861136,2,-12.1176656408749,1.81760124494106,-12.1176656408749,1.81760124494106,-6.66684492795218,2.61360988718449e-11,299051,7.8160265037241e-06,"","",-0.00404207198489587
"chr12",1973452,1974168,4,-10.3258038405099,1.55044944527034,-10.3258038405099,1.55044944527034,-6.65987779995589,2.74055352633565e-11,299051,8.19565272604203e-06,"CACNA2D4","Body",-0.0174964993546385
"chr15",93616894,93616966,5,-8.2841636388279,1.24521551671446,-8.2841636388279,1.24521551671446,-6.65279506047749,2.87578509302327e-11,299051,8.60006407853702e-06,"RGMA","1stExon;Body;TSS200;TSS1500;5'UTR",-0.0183262585650941
"chr1",17475832,17476074,2,-13.1182257316368,1.99990288064265,-13.1182257316368,1.99990288064265,-6.55943138969898,5.40133377602681e-11,299051,1.61527426705459e-05,"","",-0.032967759981115
"chr10",405182,405362,2,13.7631455129043,2.10296559021948,13.7631455129043,2.10296559021948,6.54463657271151,5.96402403364392e-11,299051,1.78354735128525e-05,"DIP2C","Body",0.0318584773247877
"chr6",30711644,30711844,8,-10.1992143195685,1.57359450646778,-10.1992143195685,1.57359450646778,-6.48147555018002,9.08298890960996e-11,299051,2.71627691640777e-05,"IER3;FLOT1","3'UTR;TSS1500;Body",-0.00329143971489286
"chr22",24890809,24890833,5,-14.6769821245733,2.27392084690105,-14.6769821245733,2.27392084690105,-6.45448241726415,1.08589383810445e-10,299051,3.24737638178974e-05,"C22orf45;UPB1","TSS200;TSS1500",-0.0202717670504873
"chr14",96967798,96967897,3,-10.4960924474927,1.64229829692726,-10.4960924474927,1.64229829692726,-6.3910998794378,1.64696754603443e-10,299051,4.92527291609143e-05,"PAPOLA","TSS1500",-0.0251914459702607
"chr5",140683196,140683946,11,-10.9332450590918,1.71110950322233,-10.9332450590918,1.71110950322233,-6.38956480488392,1.66358525141543e-10,299051,4.97496833021036e-05,"SLC25A2","TSS200;1stExon;5'UTR;TSS1500",-0.0264713936588887
"chr6",33255172,33255181,2,-7.20397582148934,1.13089108904378,-7.20397582148934,1.13089108904378,-6.37017648408622,1.888108102343e-10,299051,5.64640616113778e-05,"WDR46","Body",-0.0255137856247941
"chr11",495084,495198,2,7.53134478050705,1.19712045725653,7.53134478050705,1.19712045725653,6.29121717439097,3.14986288062791e-10,299051,9.41969644314658e-05,"RNH1","Body",-0.0357122007862832
"chr6",30071295,30071373,4,-34.4832439100365,5.50165254705384,-34.4832439100365,5.50165254705384,-6.26779746905362,3.66190627784245e-10,299051,0.000109509673429506,"TRIM31","Body;3'UTR",0.00291687483083843
"chr17",72443018,72443179,4,-11.689851734723,1.87517560601487,-11.689851734723,1.87517560601487,-6.2340037366241,4.54662228691251e-10,299051,0.000135967194152347,"GPRC5C","Body;3'UTR",-0.0376651930042215
"chr17",48258561,48258708,3,7.8310586515579,1.26191622121583,7.8310586515579,1.26191622121583,6.20568823817227,5.4458042774218e-10,299051,0.000162857321496727,"","",-0.0282070204991572
"chr1",223566646,223567002,6,-12.5388260296471,2.02535920312727,-12.5388260296471,2.02535920312727,-6.19091468332456,5.98160809919972e-10,299051,0.000178880588367377,"C1orf65","5'UTR;1stExon;TSS200",-0.0557096149763337
"chr10",49813208,49813371,5,-3.01630886892173,0.488094269824137,-3.01630886892173,0.488094269824137,-6.17976701510657,6.4196270287727e-10,299051,0.00019197958825815,"ARHGAP22","TSS200;TSS1500",0.00538846013586705
"chr2",131673894,131674201,5,-10.7260633632472,1.74028548299871,-10.7260633632472,1.74028548299871,-6.16339299961575,7.12024980652562e-10,299051,0.000212931782489129,"ARHGEF4","TSS200;TSS1500",-0.0103541006502059
"chr5",93077290,93077336,3,-15.2519184714862,2.48347148023664,-15.2519184714862,2.48347148023664,-6.14137049402833,8.18125122952476e-10,299051,0.000244661136144061,"FAM172A;POU5F2","Body;1stExon;5'UTR;TSS200",-0.0041279351790211
"chr1",43751363,43751376,3,-6.72949942048593,1.09621907161667,-6.72949942048593,1.09621907161667,-6.13882716942835,8.31329517137717e-10,299051,0.000248609923429551,"C1orf210","TSS200",-0.0129536326769205
"chr6",29626990,29627167,4,10.7574345076583,1.75453690236474,10.7574345076583,1.75453690236474,6.13121017469599,8.72130978577146e-10,299051,0.000260811641274474,"MOG","Body",-0.0243092428341292
"chr10",134998463,134998487,2,-16.7888152840303,2.76481300455945,-16.7888152840303,2.76481300455945,-6.07231492919913,1.26079363987125e-09,299051,0.000377041598797137,"KNDC1","Body",-0.0123819583163924
"chr16",20359815,20360497,6,-10.9189053460339,1.80557121413115,-10.9189053460339,1.80557121413115,-6.04734128489532,1.47255611953042e-09,299051,0.000440369380101692,"UMOD","Body",-0.0267056425000381
"chr6",31275718,31276664,16,-6.96905856536334,1.15327308344853,-6.96905856536334,1.15327308344853,-6.04285200563632,1.51413530834146e-09,299051,0.000452803678094823,"","",-0.0241869748597783
"chr11",61522178,61523045,8,6.52652998608266,1.08124253426285,6.52652998608266,1.08124253426285,6.03613877485146,1.57845521272747e-09,299051,0.000472038609821363,"C11orf9;DKFZP434K028","TSS200;Body;TSS1500",-0.0338283880300217
"chr7",22766657,22766992,3,-8.22226366797682,1.3627383773753,-8.22226366797682,1.3627383773753,-6.03363331104926,1.60313619110653e-09,299051,0.000479419481086598,"IL6","5'UTR;1stExon;TSS200;Body",-0.0339000171488627
"chr10",124638991,124639260,8,-17.6779097444835,2.93833124292882,-17.6779097444835,2.93833124292882,-6.01630935485096,1.7843842132478e-09,299051,0.000533621883355968,"LOC399815;FAM24B","Body;TSS200;5'UTR;1stExon",0.0136779858291128
"chr2",127963067,127963489,3,-8.02319934578208,1.33511765525372,-8.02319934578208,1.33511765525372,-6.00935753804962,1.8625995131898e-09,299051,0.000557012247018924,"CYP27C1","TSS200;5'UTR;1stExon",-0.0250606123331446
"chr7",27153655,27153847,3,41.7795666134216,6.96112369158612,41.7795666134216,6.96112369158612,6.00184229794973,1.950911406486e-09,299051,0.000583422007021045,"HOXA3","5'UTR;TSS200;TSS1500",0.0188957346817505
"chr8",54521834,54522246,2,11.6007216916715,1.94553356602739,11.6007216916715,1.94553356602739,5.9627455903314,2.48034450086154e-09,299051,0.000741749503327144,"","",0.058323953312203
"chr6",32097116,32097147,2,-15.5086594610448,2.60621214366296,-15.5086594610448,2.60621214366296,-5.95065121569414,2.67077687511622e-09,299051,0.000798698495280381,"ATF6B;FKBPL","TSS1500;Body",-0.00790191382744576
"chr11",420266,420681,2,-13.238364683127,2.23604680927827,-13.238364683127,2.23604680927827,-5.92043271553872,3.21095644071887e-09,299051,0.000960239734553418,"ANO9","Body",-0.0275511572281
"chr2",636937,637432,2,-13.7007045896092,2.31955858851543,-13.7007045896092,2.31955858851543,-5.90659992700509,3.49240492105766e-09,299051,0.00104440718404722,"","",-0.0102458404642967
"chr19",57630340,57630536,4,-11.7359793500818,1.99028575724977,-11.7359793500818,1.99028575724977,-5.89663032422984,3.70999757918492e-09,299051,0.00110947848605283,"USP29","TSS1500",-0.00171205273322447
"chr8",23563146,23563572,2,-13.4185955659767,2.28290622525077,-13.4185955659767,2.28290622525077,-5.87785666251041,4.15612547506786e-09,299051,0.00124289347944452,"NKX2-6","Body",-0.0163640497792172
"chr11",115860954,115861018,3,-10.3907806011344,1.78411051198115,-10.3907806011344,1.78411051198115,-5.82406780933994,5.74322557040079e-09,299051,0.00171751735005393,"","",0.0160912104970254
"chr8",56757013,56757179,2,-14.1534959524313,2.43178247034287,-14.1534959524313,2.43178247034287,-5.82021464709206,5.87721015710309e-09,299051,0.00175758557469184,"","",-0.0240371224762714
"chr6",28226885,28227091,6,-11.6793737078797,2.01945288750126,-11.6793737078797,2.01945288750126,-5.78343460259229,7.31906490576705e-09,299051,0.00218877367913454,"NKAPL","TSS200;TSS1500",0.00425445277832698
"chr17",7758581,7758692,4,-7.28586704835253,1.26118428627805,-7.28586704835253,1.26118428627805,-5.7770043027211,7.60423420497732e-09,299051,0.00227405384323267,"TMEM88","Body;1stExon",0.00191440458412062
"chr19",46526483,46526675,4,-11.4618076485437,1.98956043740453,-11.4618076485437,1.98956043740453,-5.7609748530666,8.36295004256149e-09,299051,0.00250094857317805,"PGLYRP1","TSS1500;TSS200",-0.0357130056356844
"chr11",368440,368565,3,-6.16498144949314,1.07718640912305,-6.16498144949314,1.07718640912305,-5.72322617262888,1.04519970594982e-08,299051,0.00312568017264,"B4GALNT4","TSS1500",-0.0508207831254812
"chr3",142666108,142666476,4,-7.33525897468181,1.28479157214475,-7.33525897468181,1.28479157214475,-5.7092987950075,1.13442579790331e-08,299051,0.00339251169288784,"","",-0.0141129419422078
"chr17",48912483,48912764,8,-8.54309196416052,1.52123905910022,-8.54309196416052,1.52123905910022,-5.61587734225911,1.95567360604796e-08,299051,0.00584846147562247,"WFIKKN2","TSS200;1stExon;5'UTR",-0.00657756512118711
"chr1",205291028,205291215,2,-13.1955738570152,2.35891717425318,-13.1955738570152,2.35891717425318,-5.59391147813101,2.22010179276605e-08,299051,0.00663923661228479,"NUAK2","TSS200;TSS1500",-0.00903722804543059
"chr11",94278324,94278595,7,-9.26516213043881,1.65780442651562,-9.26516213043881,1.65780442651562,-5.58881493030657,2.28624447874112e-08,299051,0.00683703697612012,"FUT4","1stExon",0.00700209333443689
"chr2",95664233,95664359,3,-16.3710441947279,2.93432552845789,-16.3710441947279,2.93432552845789,-5.57915065522111,2.4169583872407e-08,299051,0.00722793822662719,"","",-0.0144269045989754
"chr3",182816873,182817584,8,-20.923535528036,3.7530699764681,-20.923535528036,3.7530699764681,-5.57504540528884,2.47465312313098e-08,299051,0.00740047491125444,"MCCC1","1stExon;5'UTR;TSS200;Body;TSS1500",-0.0136180782007925
"chr2",32264720,32265058,2,-19.6448587411377,3.52709752541072,-19.6448587411377,3.52709752541072,-5.56969536555417,2.55185110866801e-08,299051,0.00763133625898278,"DPY30","5'UTR;1stExon;TSS1500",-0.00226881293993435
"chr22",30476089,30476254,4,-11.457729848875,2.05876428345669,-11.457729848875,2.05876428345669,-5.56534322114688,2.6163692351714e-08,299051,0.00782427836147244,"HORMAD2","TSS1500;TSS200",0.00144174378190485
"chr13",22615049,22615145,3,-18.2332567197982,3.28358016383104,-18.2332567197982,3.28358016383104,-5.55285871215796,2.81035221086707e-08,299051,0.00840438639012008,"","",-0.0087127118755691
"chr5",148442857,148442890,2,9.42027593193129,1.70031905417835,9.42027593193129,1.70031905417835,5.54029898611204,3.01955663967388e-08,299051,0.00903001432651115,"SH3TC2","TSS200",-0.0218862274395051
"chr1",19992564,19992771,2,-7.42382654250262,1.34001853456179,-7.42382654250262,1.34001853456179,-5.5400924323262,3.02312038040179e-08,299051,0.00904067172879536,"HTR6","1stExon",-0.0308269709875483
"chr15",42349694,42349787,2,-11.9225164725384,2.15458167548411,-11.9225164725384,2.15458167548411,-5.53356440751292,3.13787682304859e-08,299051,0.00938385201809505,"","",-0.05608304353463
"chr21",46340905,46341006,2,5.26029690864477,0.954523436060146,5.26029690864477,0.954523436060146,5.51091435780453,3.56974393557182e-08,299051,0.0106753549367669,"ITGB2","5'UTR;1stExon;TSS200",-0.0182325213469918
"chr1",2005489,2005560,2,17.1923055366262,3.12035551323836,17.1923055366262,3.12035551323836,5.50972652432916,3.59391621442953e-08,299051,0.0107476423784136,"PRKCZ","Body;5'UTR",0.0118744979230743
"chr17",8301118,8301192,4,-16.0718300938689,2.96442763179723,-16.0718300938689,2.96442763179723,-5.42156263876311,5.90802874174674e-08,299051,0.0176680190324811,"RNF222","TSS200;1stExon;5'UTR",-0.0149758153249992
"chr6",29723301,29723315,2,12.7577005192991,2.35979750454513,12.7577005192991,2.35979750454513,5.40626917976096,6.43510632507894e-08,299051,0.0192442498162118,"","",-0.0193009156401783
"chr5",1405588,1405774,2,-18.7246160247761,3.50761228362087,-18.7246160247761,3.50761228362087,-5.33827986411512,9.38325430627146e-08,299051,0.0280607158354479,"SLC6A3","Body",-0.0114702225537903
"chr12",104697532,104697620,3,-35.9007509535484,6.72855235854387,-35.9007509535484,6.72855235854387,-5.33558320430722,9.52379435845991e-08,299051,0.028481002266918,"TXNRD1;EID3","5'UTR;Body;TSS200;1stExon",-0.0191761307127683
"chr1",211652549,211652688,2,-6.79436663742889,1.27919183239751,-6.79436663742889,1.27919183239751,-5.31145248535133,1.08754927644334e-07,299051,0.0325232698669657,"RD3","Body",-0.0309751592565217
"chr21",46306688,46306700,2,-17.241697089201,3.25253892218788,-17.241697089201,3.25253892218788,-5.30099639133697,1.15172365698687e-07,299051,0.0344424111345581,"ITGB2","Body",-0.00464852242736447
"chr17",42402962,42403152,2,-9.98501538487936,1.88604498159514,-9.98501538487936,1.88604498159514,-5.29415548532382,1.19567669915215e-07,299051,0.0357568312558149,"SLC25A39","TSS1500",-0.0131151826398379
"chr18",77376639,77377589,5,-14.7230066216454,2.78494527218628,-14.7230066216454,2.78494527218628,-5.28664127395485,1.24582608962527e-07,299051,0.0372565537928526,"","",-0.0347897377532235
"chr12",132976722,132977140,4,-7.21508586027035,1.365373018366,-7.21508586027035,1.365373018366,-5.28433311865569,1.26163496413644e-07,299051,0.0377293197659965,"","",-0.041847836170729
"chr6",26272355,26272695,2,-33.4332856547581,6.33974633189897,-33.4332856547581,6.33974633189897,-5.2735999051785,1.33773376751332e-07,299051,0.0400050620908626,"HIST1H3G;HIST1H2BI","TSS1500",-0.00478974329000208
"chr6",33422816,33423156,10,-6.42420248611191,1.22050584488028,-6.42420248611191,1.22050584488028,-5.26355732998726,1.41294420273825e-07,299051,0.0422542376773075,"ZBTB9","Body;5'UTR",0.00696266374036
"chr20",57426950,57427472,18,-3.41610192446184,0.652009107319005,-3.41610192446184,0.652009107319005,-5.23934694487398,1.61145831556937e-07,299051,0.0481908220729335,"GNAS;GNASAS","TSS1500;3'UTR",-0.0130827678406865
"chr13",113784263,113784663,3,-12.4186700041395,2.38355559037226,-12.4186700041395,2.38355559037226,-5.21014490045938,1.88693203617142e-07,299051,0.05642889123491,"F10","Body",-0.0220588570343067
"chr18",74728979,74729021,2,9.4105882221319,1.80912762994112,9.4105882221319,1.80912762994112,5.20172710116543,1.97445007821666e-07,299051,0.0590461270340772,"MBP","5'UTR;1stExon;Body",-0.0369970004625486
"chr2",20211771,20211868,2,-12.0870996915339,2.32507948170051,-12.0870996915339,2.32507948170051,-5.19857483869481,2.00822269990219e-07,299051,0.060056100662845,"MATN3","Body",-0.0255782755162154
"chr15",70364327,70364359,2,-21.7320478038539,4.18886905092579,-21.7320478038539,4.18886905092579,-5.18804659196755,2.12511441053233e-07,299051,0.0635517589584104,"TLE3","Body",-0.0142605857964441
"chr1",17746491,17746510,2,-15.3226178811849,2.95623467692306,-15.3226178811849,2.95623467692306,-5.18315342174835,2.18165432342764e-07,299051,0.0652425907075359,"RCC2","Body",0.015721358661578
"chr3",133464463,133464651,2,8.44519276867987,1.63332943838955,8.44519276867987,1.63332943838955,5.17053851487961,2.33420356966086e-07,299051,0.069804591171065,"TF","TSS1500",-0.0267158281678332
"chr7",2742274,2742325,2,6.53444637905614,1.26526340372267,6.53444637905614,1.26526340372267,5.16449488685946,2.41089066807712e-07,299051,0.0720979265179132,"AMZ1","Body",-0.0502789984921123
"chr11",368588,368712,5,-7.9578625946978,1.54290575279393,-7.9578625946978,1.54290575279393,-5.15771140284331,2.49986531407803e-07,299051,0.0747587222040349,"B4GALNT4","TSS1500",-0.0388919284901713
"chr17",76976091,76976352,4,5.40642104691928,1.05087524221251,5.40642104691928,1.05087524221251,5.14468400220049,2.67971489727495e-07,299051,0.0801371419744971,"LGALS3BP","TSS200;TSS1500",-0.0404723186202889
"chr14",23846479,23846906,2,4.53654768421789,0.882517929685322,4.53654768421789,0.882517929685322,5.1404595097977,2.74067381755471e-07,299051,0.0819601245813555,"CMTM5","1stExon;Body",-0.0373426202847164
"chr3",121902497,121902561,4,-9.06391182909147,1.76713604752675,-9.06391182909147,1.76713604752675,-5.12915337886812,2.9104813999201e-07,299051,0.0870382373127507,"CASR","TSS200;5'UTR;1stExon",-0.0293941407340913
"chr12",133757909,133758001,2,-20.8408612101906,4.07746060110922,-20.8408612101906,4.07746060110922,-5.11123545976658,3.20058770560926e-07,299051,0.0957138953950156,"ZNF268","TSS200;1stExon;5'UTR",-0.00207859924798987
"chr12",9217688,9217859,4,-12.990290456699,2.58563296618449,-12.990290456699,2.58563296618449,-5.02402724075266,5.05990554891112e-07,299051,0.151316981430742,"LOC144571","Body;TSS200",-0.063276965217116
"chr11",614761,614787,2,-12.3695604094876,2.46404262667287,-12.3695604094876,2.46404262667287,-5.02002695715938,5.16642287021889e-07,299051,0.154502392576183,"IRF7","Body",-0.0318245455020105
"chr11",368847,368900,2,-19.9628779515837,3.97894335917797,-19.9628779515837,3.97894335917797,-5.01713046644321,5.244895234553e-07,299051,0.156849116478831,"B4GALNT4","TSS1500",-0.019716475208667
"chr7",154862548,154862969,3,-11.9922562840382,2.39254688295751,-11.9922562840382,2.39254688295751,-5.0123390974952,5.37723347771359e-07,299051,0.160806704874373,"HTR5A","1stExon;5'UTR",-0.00746214513549223
"chr1",42618970,42619118,3,-15.9020827324993,3.18144045630745,-15.9020827324993,3.18144045630745,-4.9983908078406,5.78107277480382e-07,299051,0.172883559437786,"GUCA2B","1stExon;5'UTR;TSS200",-0.00682109902628373
"chr13",97646731,97646736,2,-19.0081946152946,3.84135201264731,-19.0081946152946,3.84135201264731,-4.94830844783602,7.48612122605261e-07,299051,0.223873203877226,"OXGR1","TSS200",-0.0401365800264733
"chr5",102898463,102898648,3,-31.8327377320925,6.44509292101288,-31.8327377320925,6.44509292101288,-4.93906575470905,7.84977416933016e-07,299051,0.234748281511235,"NUDT12","5'UTR;1stExon;TSS200",-0.0588684064467102
"chr7",95026121,95026181,2,-9.75154140692512,1.97617215906166,-9.75154140692512,1.97617215906166,-4.93456066679709,8.03313741405792e-07,299051,0.240231777681143,"PON3","TSS1500",0.00145668622483019
"chr17",9862752,9862763,2,-9.51669140443317,1.93836316050003,-9.51669140443317,1.93836316050003,-4.90965346348112,9.12374765169043e-07,299051,0.272846585898567,"GAS7","Body;5'UTR;1stExon",0.0218542220446294
"chr19",17392298,17392384,3,-10.0426513096373,2.04651879762956,-10.0426513096373,2.04651879762956,-4.90718742543167,9.23917338877293e-07,299051,0.276298404108593,"ANKLE1","TSS200",-0.00440018215418056
"chr17",74011063,74011254,3,-7.92562609330254,1.61941480699588,-7.92562609330254,1.61941480699588,-4.89412969367935,9.87417089999303e-07,299051,0.295288068181382,"EVPL","Body",-0.0445792563721225
"chr6",26273193,26273556,3,-13.8622897539629,2.84864503354536,-13.8622897539629,2.84864503354536,-4.86627487479905,1.13721326050729e-06,299051,0.340084762767966,"HIST1H2BI","TSS200;1stExon",-0.000887787903752944
"chr10",14050455,14050479,2,13.5932716766704,2.8034705838329,13.5932716766704,2.8034705838329,4.84872991179585,1.24254461551756e-06,299051,0.371584209815141,"FRMD4A","Body",0.0164794282352299
