"chr","start","end","n","B","S","estimate","se","z","p.value","number.tests","p.adjust","Genes","Regions","Delta_Beta"
"chr10",124639012,124639132,3,-20.6108290290938,2.49530022161969,-20.6108290290938,2.49530022161969,-8.25985941511895,1.45844138169301e-16,258280,3.76686240063671e-11,"LOC399815;FAM24B","TSS200;5'UTR;1stExon",0.0147043817819218
"chr3",125775413,125775613,2,10.069628829375,1.23396607579966,10.069628829375,1.23396607579966,8.16037736114377,3.3397951211578e-16,258280,8.62602283892635e-11,"SLC41A3","Body;5'UTR;1stExon",-0.0283740926292878
"chr13",97646736,97646811,5,-23.0380433448451,2.84487681580702,-23.0380433448451,2.84487681580702,-8.09808116008348,5.58328176973508e-16,258280,1.44205001548718e-10,"OXGR1","TSS200;TSS1500",-0.0366337978875865
"chr6",31846769,31846996,6,-10.5766955641964,1.33988812562899,-10.5766955641964,1.33988812562899,-7.89371542436154,2.93320578064707e-15,258280,7.57588389025524e-10,"SLC44A4","TSS200;5'UTR;1stExon",-0.0311169057254519
"chr13",111281129,111281384,4,-9.27262310839236,1.19217314188487,-9.27262310839236,1.19217314188487,-7.77791646415722,7.37287257808193e-15,258280,1.904265529467e-09,"CARKD","Body",0.00246043877813057
"chr12",104697532,104697545,2,-38.1473277936732,4.95437083044875,-38.1473277936732,4.95437083044875,-7.69973203443431,1.36351863074301e-14,258280,3.52169591948305e-09,"TXNRD1;EID3","5'UTR;Body;TSS200",-0.0204128039468202
"chr6",29626990,29627167,4,12.6031301045994,1.64782372029524,12.6031301045994,1.64782372029524,7.64834851530194,2.03576847511698e-14,258280,5.25798281753213e-09,"MOG","Body",-0.0258211194123112
"chr2",115419729,115419846,3,-8.62294180136276,1.13124121442908,-8.62294180136276,1.13124121442908,-7.62254918878169,2.48714295512705e-14,258280,6.42379282450214e-09,"DPP10","Body",-0.0638323987644162
"chr14",73712256,73712967,5,-12.9753195780876,1.7131539854122,-12.9753195780876,1.7131539854122,-7.5739365454446,3.62081323586067e-14,258280,9.35183642558094e-09,"PAPLN","Body",-0.0286851577814155
"chr6",169104488,169104540,2,10.6097162324481,1.40992353031914,10.6097162324481,1.40992353031914,7.52502955252234,5.27084011519682e-14,258280,1.36135258495303e-08,"","",-0.0297733833369626
"chr1",223566643,223567002,7,-13.0287688918661,1.79347760897728,-13.0287688918661,1.79347760897728,-7.26452832566765,3.74342177641096e-13,258280,9.66850976411423e-08,"C1orf65","5'UTR;1stExon;TSS200",-0.0573222337451728
"chr2",158453600,158454110,5,-9.32649618002645,1.30073263002983,-9.32649618002645,1.30073263002983,-7.17018698901444,7.48953986141535e-13,258280,1.93439835540636e-07,"ACVR1C","Body;5'UTR;TSS200",-0.0120976975811924
"chr21",47808878,47809043,3,-4.10377898032758,0.577599077974288,-4.10377898032758,0.577599077974288,-7.10489184768099,1.20416799631826e-12,258280,3.1101251008908e-07,"PCNT","Body",0.0165331569535664
"chr13",113698621,113699016,8,18.6312517922131,2.62292199547589,18.6312517922131,2.62292199547589,7.10324280491334,1.21863027889376e-12,258280,3.14747828432679e-07,"MCF2L","Body",0.0332046803555566
"chr14",24780540,24780682,4,-11.0912543009656,1.57204484678988,-11.0912543009656,1.57204484678988,-7.05530400332663,1.7222377811698e-12,258280,4.44819574120536e-07,"LTB4R2;CIDEB;LTB4R","Body;1stExon;TSS200;5'UTR",-0.0288094005486085
"chr14",104854711,104854974,4,-2.97554733912374,0.423266872784187,-2.97554733912374,0.423266872784187,-7.02995563898262,2.06599212823058e-12,258280,5.33604446879393e-07,"","",0.0057962918664371
"chr17",9862752,9863061,5,-7.46945003296773,1.08012824125131,-7.46945003296773,1.08012824125131,-6.91533629776634,4.66754758371885e-12,258280,1.2055341899229e-06,"GAS7","Body;5'UTR;1stExon;TSS200;TSS1500",0.01821811805022
"chr12",1973872,1974168,3,-11.9673015652062,1.73819741933891,-11.9673015652062,1.73819741933891,-6.88489203358603,5.78313790145810e-12,258280,1.4936688571886e-06,"CACNA2D4","Body",-0.030649959140167
"chr15",93616894,93617168,12,-5.6888467099665,0.82720199111476,-5.6888467099665,0.82720199111476,-6.87721592920739,6.1033564671881e-12,258280,1.57637490834534e-06,"RGMA","1stExon;Body;5'UTR;TSS200;TSS1500",-0.028298538927513
"chr6",31649089,31649307,4,-28.7563843239464,4.20678882027097,-28.7563843239464,4.20678882027097,-6.83570902950486,8.16004194616432e-12,258280,2.10757563385532e-06,"LY6G5C","TSS1500",-0.00307190034933098
"chr2",87016129,87016436,3,-19.5987368524929,2.89301389186994,-19.5987368524929,2.89301389186994,-6.77450492290067,1.24832984193175e-11,258280,3.22418631574132e-06,"CD8A","Body",-0.0019657574648131
"chr14",23846479,23846906,2,6.71223759136314,1.00066419551542,6.71223759136314,1.00066419551542,6.70778231243278,1.97604414212376e-11,258280,5.10372681027726e-06,"CMTM5","1stExon;Body",-0.0399471922796737
"chr5",98175255,98175367,2,-9.87192321640721,1.47899745887605,-9.87192321640721,1.47899745887605,-6.6747398091605,2.47671179086831e-11,258280,6.39685121345466e-06,"","",-0.0754265632940088
"chr13",113436568,113436651,2,7.30874466847625,1.09726485491563,7.30874466847625,1.09726485491563,6.66087557232319,2.72201024463939e-11,258280,7.03040805985461e-06,"ATP11A","Body",-0.0374978126367774
"chr12",14109211,14109514,2,12.3777354412058,1.8745477604765,12.3777354412058,1.8745477604765,6.603051521109,4.0277948125225e-11,258280,1.04029884417831e-05,"GRIN2B","5'UTR",0.0228707115064943
"chr6",30711580,30712517,25,-5.89993484663104,0.894903507324026,-5.89993484663104,0.894903507324026,-6.5928167655452,4.31559088771202e-11,258280,1.11463081447826e-05,"IER3;FLOT1","Body;TSS200;3'UTR;TSS1500;1stExon",-0.00295661446723358
"chr6",33129765,33129988,4,-12.8762768190106,1.95543027783116,-12.8762768190106,1.95543027783116,-6.58488158079056,4.5524808803298e-11,258280,1.17581476177158e-05,"","",-0.0172275929170327
"chr11",61522178,61523045,8,7.76891880416913,1.18149012956172,7.76891880416913,1.18149012956172,6.57552577866312,4.84815426082994e-11,258280,1.25218128248716e-05,"C11orf9;DKFZP434K028","Body;TSS1500;TSS200",-0.0345461606229377
"chr7",22766657,22766829,2,-8.27326446927721,1.26406342356025,-8.27326446927721,1.26406342356025,-6.54497576235173,5.95050356046792e-11,258280,1.53689605959766e-05,"IL6","5'UTR;1stExon;TSS200",-0.045135634081427
"chr7",101630546,101630650,3,-7.0313339007735,1.07827838042143,-7.0313339007735,1.07827838042143,-6.52088925127608,6.98917776057392e-11,258280,1.80516483200103e-05,"CUX1","Body",0.0114556740629056
"chr5",1405588,1405774,2,-18.5789218027391,2.86028380851335,-18.5789218027391,2.86028380851335,-6.49548193345038,8.2768020224645e-11,258280,2.13773242636213e-05,"SLC6A3","Body",-0.0131870773134847
"chr12",132219328,132219811,3,-7.02657290474114,1.09563127990517,-7.02657290474114,1.09563127990517,-6.41326423735299,1.42436321714635e-10,258280,3.6788453172456e-05,"SFRS8","Body",-0.062017789940467
"chr16",88164558,88164581,2,-11.7222602467993,1.83772330296495,-11.7222602467993,1.83772330296495,-6.37868618626475,1.78613605996388e-10,258280,4.6132322156747e-05,"","",-0.0386942695684822
"chr2",71126939,71127220,6,-14.4856736762548,2.28596663259318,-14.4856736762548,2.28596663259318,-6.3367826414082,2.34612597914945e-10,258280,6.05957417894719e-05,"VAX2","TSS1500",0.00166413070165005
"chr6",74104600,74104801,2,-13.1099496134413,2.07251503742161,-13.1099496134413,2.07251503742161,-6.32562339800979,2.5221225804242e-10,258280,6.51413820071963e-05,"DDX43","1stExon;5'UTR",-0.028098587298886
"chr1",854951,854966,2,-5.17964982822595,0.82125272292301,-5.17964982822595,0.82125272292301,-6.30701084288706,2.84475908672243e-10,258280,7.34744376918669e-05,"FLJ39609","TSS200",-0.0745522405587409
"chr10",134211857,134211874,2,-8.08089985410231,1.30058068447852,-8.08089985410231,1.30058068447852,-6.21330145106871,5.18827782486102e-10,258280,0.00013400283966051,"PWWP2B","Body",0.0103449548733675
"chr16",67204681,67204807,2,-3.95399666612345,0.636518481420664,-3.95399666612345,0.636518481420664,-6.2119118007358,5.23438064925393e-10,258280,0.00013519358340893,"","",-0.0717798956499437
"chr1",201915709,201915873,3,-28.0304206147154,4.52344395416099,-28.0304206147154,4.52344395416099,-6.19669899721671,5.7659617422244e-10,258280,0.000148923259878172,"LMOD1","TSS200;1stExon;5'UTR",-0.0140794799127851
"chr10",123909356,123909426,2,-13.1745482051703,2.1529399216938,-13.1745482051703,2.1529399216938,-6.11932923553455,9.39700711523904e-10,258280,0.000242705899772394,"TACC2","Body",-0.0241790405144215
"chr6",30070886,30071344,10,-10.6437478830723,1.74954412711909,-10.6437478830723,1.74954412711909,-6.0837264508435,1.17420875522228e-09,258280,0.00030327463729881,"TRIM31","3'UTR;Body",0.000442896147746167
"chr5",172097064,172097289,2,-27.4397747448105,4.52052692155938,-27.4397747448105,4.52052692155938,-6.07003900672379,1.27879185852581e-09,258280,0.000330286361220046,"NEURL1B","Body",-0.0116683463022033
"chr15",31394188,31394285,2,4.93762832266513,0.821751581284171,4.93762832266513,0.821751581284171,6.00866300123084,1.87059488520542e-09,258280,0.000483137246950856,"TRPM1","TSS1500",-0.0418039737701239
"chr11",32421518,32421845,5,-11.2301296629422,1.88984263946811,-11.2301296629422,1.88984263946811,-5.94236230488633,2.80943621017568e-09,258280,0.000725621184364173,"WT1","Body",-0.0326359793631141
"chr6",31648948,31649082,5,-12.4240756508181,2.11387329335716,-12.4240756508181,2.11387329335716,-5.87739846558483,4.16764180092233e-09,258280,0.00107641852434222,"LY6G5C","TSS1500",-0.00827384179231013
"chr2",242843821,242844000,2,-9.07960927352505,1.56696137299948,-9.07960927352505,1.56696137299948,-5.79440529293001,6.85637011412958e-09,258280,0.00177086327307739,"","",-0.0334712002259018
"chr10",405182,405362,2,11.4781376016761,1.98132620521398,11.4781376016761,1.98132620521398,5.79315893136157,6.90746832950195e-09,258280,0.00178406092014376,"DIP2C","Body",0.0315738587068775
"chr8",144790375,144790395,2,-8.36407362293134,1.45462904010655,-8.36407362293134,1.45462904010655,-5.74997019330693,8.92591838487919e-09,258280,0.0023053862004466,"LOC100130274","TSS200",-0.0239242962433827
"chr1",17475832,17476074,2,-10.8586845259817,1.90144078013327,-10.8586845259817,1.90144078013327,-5.71076661415699,1.12468392672284e-08,258280,0.00290483364593976,"","",-0.0363854125925798
"chr16",3931286,3931885,3,-10.3458308482476,1.81163711415255,-10.3458308482476,1.81163711415255,-5.71076335731135,1.12470545204815e-08,258280,0.00290488924154996,"CREBBP","TSS1500",-0.00493329614712767
"chr17",1553585,1553661,3,-20.7059194102427,3.65396164774217,-20.7059194102427,3.65396164774217,-5.66670408898167,1.45570419166596e-08,258280,0.00375979278623483,"RILP","TSS200;TSS1500",-0.00843457725333452
"chr20",35488318,35488454,2,-10.9543420083356,1.93543716186691,-10.9543420083356,1.93543716186691,-5.65987996105702,1.51478912513591e-08,258280,0.00391239735240103,"C20orf117","Body;TSS200",-0.013218776569925
"chr12",3862594,3862597,2,-6.45685318752904,1.14704110672985,-6.45685318752904,1.14704110672985,-5.6291384411995,1.8111199081499e-08,258280,0.00467776049876956,"EFCAB4B","TSS1500",0.0156075858035686
"chr17",76976091,76976352,4,6.46959397378344,1.15043760823147,6.46959397378344,1.15043760823147,5.62359395024378,1.87024971763948e-08,258280,0.00483048097071924,"LGALS3BP","TSS200;TSS1500",-0.0443474259582643
"chr4",183061840,183061955,3,-6.49845731461367,1.15916240552481,-6.49845731461367,1.15916240552481,-5.60616638672947,2.06857114456152e-08,258280,0.00534270555217348,"MGC45800","Body",-0.048331860984921
"chr18",74728979,74729064,3,9.33304906900816,1.67603549201981,9.33304906900816,1.67603549201981,5.56852710664308,2.56901667892556e-08,258280,0.00663525627832894,"MBP","5'UTR;1stExon;Body;TSS200",-0.033477496614991
"chr7",27153655,27153847,3,37.0283382332454,6.66189500701026,37.0283382332454,6.66189500701026,5.55822903157146,2.72525631478129e-08,258280,0.00703879200981712,"HOXA3","5'UTR;TSS200;TSS1500",0.0196362144277097
"chr2",47597118,47597188,2,-4.54240167082706,0.819805839390229,-4.54240167082706,0.819805839390229,-5.54082619636582,3.01047897490888e-08,258280,0.00777546509639465,"EPCAM","Body",0.00975923171594636
"chr19",48048583,48049039,2,-7.95668344965675,1.44083824962656,-7.95668344965675,1.44083824962656,-5.52226001198885,3.34666739525896e-08,258280,0.00864377254847484,"ZNF541","Body",-0.0255625672463287
"chr16",88832476,88832700,5,-8.13514336752487,1.47325102030039,-8.13514336752487,1.47325102030039,-5.5218990215708,3.35355211615123e-08,258280,0.00866155440559541,"FAM38A","Body",-0.0213720012482424
"chr19",38886554,38886658,2,-14.928866263464,2.71921725460926,-14.928866263464,2.71921725460926,-5.49013369128874,4.01629623080063e-08,258280,0.0103732899049119,"SPRED3","Body",-0.0352988529175342
"chr17",80545272,80545705,7,-4.41962707829552,0.810801577837646,-4.41962707829552,0.810801577837646,-5.45093546818492,5.01055509491444e-08,258280,0.012941261699145,"FOXK2","Body",-0.000329699009474612
"chr6",133561677,133562101,14,-6.40078475529064,1.17955606627047,-6.40078475529064,1.17955606627047,-5.42643536693318,5.74906297189268e-08,258280,0.0148486798438044,"EYA4","TSS1500",-0.000803493763440376
"chr1",42618970,42619118,3,-15.9019171927146,2.9320065392393,-15.9019171927146,2.9320065392393,-5.42356129834564,5.84231673139679e-08,258280,0.0150895356538516,"GUCA2B","TSS200;1stExon;5'UTR",-0.00870895161874922
"chr17",72443179,72443401,2,-9.83094939288344,1.81770993295427,-9.83094939288344,1.81770993295427,-5.40842585203101,6.35810999931872e-08,258280,0.0164217265062404,"GPRC5C","3'UTR",-0.0256082909415393
"chr16",67997858,67998246,5,-8.9913748039897,1.6639825807458,-8.9913748039897,1.6639825807458,-5.40352700084142,6.53431142049144e-08,258280,0.0168768195368453,"SLC12A4","Body;1stExon;TSS1500;TSS200",-0.00573818946333158
"chr11",368440,368712,9,-5.14136533505036,0.95536633769676,-5.14136533505036,0.95536633769676,-5.38156425674929,7.38413354011943e-08,258280,0.0190717401074205,"B4GALNT4","TSS1500",-0.0492567382442455
"chr16",902736,903073,2,8.76051849417187,1.62814750782757,8.76051849417187,1.62814750782757,5.38066634138143,7.42106301240918e-08,258280,0.0191671215484504,"","",-0.0357784323733091
"chr19",345306,345312,2,-9.62615532437953,1.8003268128332,-9.62615532437953,1.8003268128332,-5.34689327280012,8.94767405586035e-08,258280,0.0231100525514761,"MIER2","TSS1500",-0.0063871175378029
"chr6",28972891,28973328,4,-8.94942074252421,1.67986295851148,-8.94942074252421,1.67986295851148,-5.32747073038284,9.9589821143121e-08,258280,0.0257220590048453,"ZNF311","5'UTR;1stExon;TSS1500",-0.00647342785177437
"chr22",30476089,30476254,4,-10.930238750511,2.05310542925843,-10.930238750511,2.05310542925843,-5.32375911862402,1.01644488506319e-07,258280,0.026252738491412,"HORMAD2","TSS1500;TSS200",0.00132388205510149
"chr19",7913785,7913869,2,13.6306883990684,2.60445389045903,13.6306883990684,2.60445389045903,5.23360711011321,1.66233603825672e-07,258280,0.0429348151960946,"EVI5L","Body",-0.0409720750814032
"chr4",6107131,6107649,6,-8.28437188040781,1.59236813835977,-8.28437188040781,1.59236813835977,-5.20254812994512,1.96574427335164e-07,258280,0.0507712430921263,"JAKMIP1","Body",-0.0345704643695505
"chr18",74728931,74728959,2,6.45372637298042,1.24068747133583,6.45372637298042,1.24068747133583,5.20173413698758,1.97437531558887e-07,258280,0.0509941656510294,"MBP","1stExon;Body",-0.0358605923359771
"chr17",78387643,78387818,2,-8.66018946792763,1.66528763959163,-8.66018946792763,1.66528763959163,-5.20041658992396,1.98842339145182e-07,258280,0.0513569993544175,"FLJ35220;LOC100294362","TSS1500;Body",-0.0160586182732936
"chr17",40440904,40440916,2,-11.0830247548235,2.13440046498402,-11.0830247548235,2.13440046498402,-5.19257043682594,2.07410360699398e-07,258280,0.0535699479614406,"STAT5A","5'UTR",-0.00984853526319202
"chr6",149067875,149068180,2,18.0509322547032,3.51066987446887,18.0509322547032,3.51066987446887,5.14173445528944,2.72213678752248e-07,258280,0.0703073489481307,"UST","TSS1500;TSS200",0.0135827574714327
"chr2",63815918,63816052,3,-24.453326181018,4.76193323761792,-24.453326181018,4.76193323761792,-5.13516779022513,2.8189241152179e-07,258280,0.0728071720478479,"MDH1;C2orf86","TSS1500;TSS200",-0.00454149902283054
"chr5",178487465,178487481,2,-48.2569770777422,9.44984846848765,-48.2569770777422,9.44984846848765,-5.10664030631437,3.27937134763886e-07,258280,0.0846996031668165,"ZNF354C","TSS200",0.00115751656588266
"chr7",2802697,2802953,2,-6.64246979266104,1.30407665284294,-6.64246979266104,1.30407665284294,-5.09361913517903,3.51292130012801e-07,258280,0.0907317313397062,"GNA12","Body",-0.0284929144195872
"chr8",143859709,143859786,4,-6.97982366917278,1.38510992425473,-6.97982366917278,1.38510992425473,-5.03918392825635,4.67521027687778e-07,258280,0.120751331031199,"LYNX1","TSS200;TSS1500",0.0066729313374716
"chr11",614761,614787,2,-11.1831215730936,2.22463587232341,-11.1831215730936,2.22463587232341,-5.02694472934755,4.98355911040408e-07,258280,0.128715364703516,"IRF7","Body",-0.0331292062233521
"chr6",30079102,30079536,12,-10.0713349118659,2.00407553114592,-10.0713349118659,2.00407553114592,-5.02542681418158,5.02314104089769e-07,258280,0.129737686804306,"TRIM31","Body",-0.00887801814028781
"chr4",113300580,113300650,2,19.9594915176935,3.98152370483697,19.9594915176935,3.98152370483697,5.01302842764583,5.35799772678526e-07,258280,0.13838636528741,"ALPK1","Body",0.0169798524454489
"chr11",2154255,2154952,6,-9.66206884481397,1.93133585648796,-9.66206884481397,1.93133585648796,-5.00279058784937,5.65063131541895e-07,258280,0.145944505614641,"INS-IGF2;IGF2","Body",-0.0522176872079918
"chr16",67918680,67918686,2,12.6072704799099,2.53919277729505,12.6072704799099,2.53919277729505,4.96507023517142,6.86762115505639e-07,258280,0.177376919192797,"NRN1L","TSS200",0.0229796470205351
"chr8",6407676,6407997,3,-8.09234641464881,1.63165156493804,-8.09234641464881,1.63165156493804,-4.95960448207341,7.06368485204977e-07,258280,0.182440852358741,"ANGPT2;MCPH1","Body",-0.0213471790997422
"chr12",133757909,133758001,2,-19.133018121802,3.87332683732387,-19.133018121802,3.87332683732387,-4.93968594063216,7.8248496552324e-07,258280,0.202100216895342,"ZNF268","TSS200;1stExon;5'UTR",-0.00556258483926992
"chr2",131673963,131674140,2,-13.4389556597597,2.73806152136573,-13.4389556597597,2.73806152136573,-4.90820076718232,9.1915736083692e-07,258280,0.23739996315696,"ARHGEF4","TSS1500;TSS200",-0.0154356547190094
"chr10",119867927,119867973,2,3.48301191279,0.713484643026463,3.48301191279,0.713484643026463,4.88169149375905,1.05179716262196e-06,258280,0.271658171162001,"CASC2","Body",-0.0431642142350369
"chr8",101157661,101157742,2,-18.9006374107878,3.88870429717334,-18.9006374107878,3.88870429717334,-4.86039461126588,1.17151997210938e-06,258280,0.302580178396409,"FBXO43","1stExon;5'UTR",-0.0159015841326873
"chr17",78800631,78800767,2,-9.71723739738155,1.99957335564354,-9.71723739738155,1.99957335564354,-4.85965537095996,1.17590267674053e-06,258280,0.303712143348544,"RPTOR","Body",-0.0316411397565601
"chr19",17392298,17392384,3,-9.6867235372258,1.99543275533931,-9.6867235372258,1.99543275533931,-4.85444749331012,1.2072285018115e-06,258280,0.311802977447875,"ANKLE1","TSS200",-0.00923391697285279
"chr3",182816873,182817584,9,-15.7133521110205,3.23726600466969,-15.7133521110205,3.23726600466969,-4.8538958764446,1.21059316060852e-06,258280,0.312672001521969,"MCCC1","1stExon;5'UTR;TSS200;Body;TSS1500",-0.0164912454488953
"chr1",247802703,247803033,6,-11.9543696937368,2.46316296962952,-11.9543696937368,2.46316296962952,-4.85325974819067,1.21448450895691e-06,258280,0.31367705897339,"","",-0.0354152289767669
"chr11",417246,417907,6,-5.77195424692482,1.19029578797663,-5.77195424692482,1.19029578797663,-4.84917640239365,1.23975135628984e-06,258280,0.32020298030254,"SIGIRR","TSS1500;TSS200;5'UTR",-0.0059252647235868
"chr22",31494714,31495093,3,-8.26244252628856,1.70574181253392,-8.26244252628856,1.70574181253392,-4.84389985962443,1.2731511749666e-06,258280,0.328829485470374,"SMTN","Body",0.00888779684460834
"chr3",23244062,23244068,2,-30.8244167046681,6.36526383369997,-30.8244167046681,6.36526383369997,-4.84259843896378,1.28152110991704e-06,258280,0.330991272269374,"UBE2E2","TSS1500",-0.00724191785315931
"chr17",79465866,79466160,3,-13.1815974296427,2.72944283629623,-13.1815974296427,2.72944283629623,-4.82940959757549,1.36938466874888e-06,258280,0.35368467224446,"","",-0.0218151953651785
"chr7",73417185,73417261,3,-9.75062651224641,2.02462440568431,-9.75062651224641,2.02462440568431,-4.81601747211515,1.4645170583459e-06,258280,0.378255465829579,"","",-0.0112424919505959
"chr14",101191872,101192599,8,-7.91437009483056,1.64522018559511,-7.91437009483056,1.64522018559511,-4.8105233354937,1.50535626431567e-06,258280,0.38880341594745,"DLK1","TSS1500",-0.0133647195552895
"chr2",218770208,218770237,2,5.67769290782361,1.18050771698161,5.67769290782361,1.18050771698161,4.8095347672446,1.51281982626624e-06,258280,0.390731104728044,"TNS1","5'UTR",-0.0572885379790876
"chr8",23563146,23563572,2,-11.3823832269253,2.36928474589957,-11.3823832269253,2.36928474589957,-4.8041432109941,1.55415564965682e-06,258280,0.401407321193363,"NKX2-6","Body",-0.0199136481023237
"chr8",144810034,144810339,2,-12.9804236912829,2.71203718002683,-12.9804236912829,2.71203718002683,-4.78622630503703,1.69946423657458e-06,258280,0.438937623022483,"FAM83H","Body",-0.0920911981106809
"chr19",40788787,40788926,2,-6.59816878391951,1.38247354330126,-6.59816878391951,1.38247354330126,-4.77272698337755,1.81748091952098e-06,258280,0.46941897189388,"MIR641;AKT2","TSS1500;5'UTR",-0.00617446476510826
"chr6",166582393,166582464,2,-26.2337157121346,5.50230297359138,-26.2337157121346,5.50230297359138,-4.76777012062855,1.86276152854519e-06,258280,0.481114047592652,"T","TSS1500",-0.00536897446091393
"chr1",151826167,151826205,2,4.35824500804713,0.915054557362313,4.35824500804713,0.915054557362313,4.76282531241632,1.90901092146892e-06,258280,0.493059340796992,"THEM5","1stExon;5'UTR;TSS200",-0.032184578011927
"chr7",100845122,100845647,5,-11.2675244475954,2.36698856746301,-11.2675244475954,2.36698856746301,-4.76027835642326,1.93326139259621e-06,258280,0.49932275247975,"MOGAT3","TSS1500",-0.0102713797738617
"chr3",64253803,64253818,2,-17.9705281569889,3.77655307224922,-17.9705281569889,3.77655307224922,-4.75844713769269,1.95087967383444e-06,258280,0.50387320215796,"","",0.00414315133959697
"chr7",116592956,116592959,2,-7.97130200573982,1.67658870949986,-7.97130200573982,1.67658870949986,-4.75447673038291,1.9896105466854e-06,258280,0.513876611997906,"ST7OT4;ST7OT1;ST7","TSS1500;Body",-0.0136711440577126
"chr1",214160860,214161306,2,-24.9425675289384,5.24727135986758,-24.9425675289384,5.24727135986758,-4.75343579897645,1.99988628889985e-06,258280,0.516530630697052,"PROX1","TSS1500",-0.00191939150289411
"chr2",240983080,240983326,2,-16.4753428190149,3.47647146267111,-16.4753428190149,3.47647146267111,-4.73909911124546,2.1467049178136e-06,258280,0.554450946172896,"PRR21","TSS1500",-0.00704902656026457
"chr2",236100688,236100696,2,-9.96147920325894,2.10410125819181,-9.96147920325894,2.10410125819181,-4.73431550144097,2.19795601578311e-06,258280,0.567688079756463,"","",-0.0462501021101532
"chr5",140683196,140683772,7,-9.68001442968426,2.04661765014131,-9.68001442968426,2.04661765014131,-4.72976201930825,2.24783174598775e-06,258280,0.580569983353716,"SLC25A2","TSS200;1stExon;5'UTR",-0.0235253794036479
"chr5",154071076,154071666,4,-4.92163791252962,1.04090471834177,-4.92163791252962,1.04090471834177,-4.72823095697952,2.26484477097611e-06,258280,0.584964107447709,"","",-0.00767966511452167
"chr6",158733981,158734293,4,9.65345091141914,2.04869796528192,9.65345091141914,2.04869796528192,4.71199321472004,2.4530554969127e-06,258280,0.633575173742612,"TULP4","1stExon;5'UTR",-0.0223975350895727
"chr6",28226885,28227068,3,-12.5306666583707,2.66246084926549,-12.5306666583707,2.66246084926549,-4.70642288010645,2.52101292781633e-06,258280,0.651127218996402,"NKAPL","TSS200;TSS1500",0.00994586481019569
"chr19",3595832,3595996,2,-11.5803649345679,2.46626656966759,-11.5803649345679,2.46626656966759,-4.69550415879362,2.6594995697272e-06,258280,0.686895548869141,"TBXA2R","Body",-0.0150633691420201
"chr12",9217688,9217763,2,-11.7560242798013,2.50612226545989,-11.7560242798013,2.50612226545989,-4.69092208382098,2.71976537369526e-06,258280,0.70246100071801,"LOC144571","TSS200",-0.0601525496543281
"chr1",2005489,2005560,2,12.5084125284142,2.66720114530772,12.5084125284142,2.66720114530772,4.6897147410197,2.73586182752302e-06,258280,0.706618392812645,"PRKCZ","Body;5'UTR",0.0120336025551398
"chr1",2004968,2005180,3,20.7802639773356,4.43197839315363,20.7802639773356,4.43197839315363,4.68871057887742,2.7493190494281e-06,258280,0.710094124086289,"PRKCZ","TSS200;Body;1stExon;5'UTR",0.02579145078333
"chr12",58013324,58013569,9,-4.48144423452434,0.965084733025914,-4.48144423452434,0.965084733025914,-4.64357592775639,3.4243006665872e-06,258280,0.884428376166141,"SLC26A10","TSS1500;TSS200",-0.0274248721575043
