"chr","start","end","n","B","S","estimate","se","z","p.value","number.tests","p.adjust","Genes","Regions","Delta_Beta"
"chr12",3862594,3862597,2,-6.46033448082824,1.08781380710406,-6.46033448082824,1.08781380710406,-5.93882375700553,2.87074272006786e-09,266988,0.000766453857345477,"EFCAB4B","TSS1500",0.0156075858035686
"chr4",183061840,183061955,3,-6.57973080056074,1.1106404846274,-6.57973080056074,1.1106404846274,-5.92426702576769,3.13693380616584e-09,266988,0.000837523683040606,"MGC45800","Body",-0.048331860984921
"chr10",123909356,123909426,2,-13.1591283614574,2.22283642596135,-13.1591283614574,2.22283642596135,-5.91997153176316,3.21997351140461e-09,266988,0.000859694287862894,"TACC2","Body",-0.0241790405144215
"chr10",134211857,134211874,2,-8.06629994808639,1.36282578125728,-8.06629994808639,1.36282578125728,-5.91880492651436,3.24289319175615e-09,266988,0.000865813567480592,"PWWP2B","Body",0.0103449548733675
"chr17",76976091,76976352,4,6.46906909579751,1.10045199469748,6.46906909579751,1.10045199469748,5.87855638134938,4.13859847543174e-09,266988,0.00110495612975857,"LGALS3BP","TSS200;TSS1500",-0.0443474259582643
"chr2",242843821,242844000,2,-9.09837279534601,1.55186176982184,-9.09837279534601,1.55186176982184,-5.86287578718466,4.5491853535938e-09,266988,0.0012145778991853,"","",-0.0334712002259018
"chr6",31648948,31649082,5,-12.4296339528015,2.13625284009126,-12.4296339528015,2.13625284009126,-5.81842828692062,5.94035352435909e-09,266988,0.00158600310676158,"LY6G5C","TSS1500",-0.00827384179231013
"chr16",67204681,67204807,2,-3.94065131963792,0.677396922741551,-3.94065131963792,0.677396922741551,-5.81734458386579,5.97898080329049e-09,266988,0.00159631612670892,"","",-0.0717798956499437
"chr17",72443018,72443179,4,-10.6706994084486,1.84310861019895,-10.6706994084486,1.84310861019895,-5.78951199587571,7.05912155642992e-09,266988,0.00188470074610811,"GPRC5C","3'UTR;Body",-0.0385173493171486
"chr17",1553585,1553661,3,-20.7459922036751,3.61862544784355,-20.7459922036751,3.61862544784355,-5.73311399665259,9.8603312779682e-09,266988,0.00263259012724217,"RILP","TSS200;TSS1500",-0.00843457725333452
"chr20",35488318,35488454,2,-10.9805936160835,1.91698300092561,-10.9805936160835,1.91698300092561,-5.72805998320357,1.0158564980611e-08,266988,0.00271221494704336,"C20orf117","Body;TSS200",-0.013218776569925
"chr16",3931286,3931885,3,-10.3630427342239,1.8102637727894,-10.3630427342239,1.8102637727894,-5.72460372349813,1.03675450853534e-08,266988,0.00276801012724834,"CREBBP","TSS1500",-0.00493329614712767
"chr1",17475832,17476074,2,-10.8571712497422,1.90193022774648,-10.8571712497422,1.90193022774648,-5.70850133793102,1.13975282319404e-08,266988,0.0030430032675893,"","",-0.0363854125925798
"chr8",144790375,144790395,2,-8.37033987311893,1.46766290179215,-8.37033987311893,1.46766290179215,-5.70317602420692,1.17595433125064e-08,266988,0.00313965694991945,"LOC100130274","TSS200",-0.0239242962433827
"chr18",74728979,74729064,3,9.35719191866659,1.65411855883399,9.35719191866659,1.65411855883399,5.65690522525943,1.54126814420301e-08,266988,0.00411500099284473,"MBP","5'UTR;1stExon;Body;TSS200",-0.033477496614991
"chr17",80545272,80545705,8,-4.48629921246857,0.805903205189536,-4.48629921246857,0.805903205189536,-5.56679658745552,2.59464980199071e-08,266988,0.00692740361333895,"FOXK2","Body",0.00248442223643622
"chr6",30070886,30071295,11,-8.21853264129052,1.47708199373466,-8.21853264129052,1.47708199373466,-5.564032786366,2.63610385059253e-08,266988,0.00703808094861998,"TRIM31","3'UTR",0.00652873328520012
"chr2",47597118,47597188,2,-4.53095150244991,0.819626622396723,-4.53095150244991,0.819626622396723,-5.52806775504761,3.23777012571375e-08,266988,0.00864445770324063,"EPCAM","Body",0.00975923171594636
"chr7",27153655,27153847,3,37.07201662646,6.70690546418219,37.07201662646,6.70690546418219,5.52743986394929,3.24937552272776e-08,266988,0.00867544272062039,"HOXA3","5'UTR;TSS200;TSS1500",0.0196362144277097
"chr16",88832476,88832700,5,-8.12685636713249,1.47211641098481,-8.12685636713249,1.47211641098481,-5.5205256231712,3.37987101335637e-08,266988,0.00902385002113991,"FAM38A","Body",-0.0213720012482424
"chr19",48048583,48049039,2,-7.96212593407435,1.44320418256175,-7.96212593407435,1.44320418256175,-5.51697814507525,3.44878303299901e-08,266988,0.00920783684414339,"ZNF541","Body",-0.0255625672463287
"chr1",42618970,42619118,3,-15.9217270476016,2.93026368901233,-15.9217270476016,2.93026368901233,-5.43354753611547,5.52445576486564e-08,266988,0.0147496339574995,"GUCA2B","TSS200;1stExon;5'UTR",-0.00870895161874922
"chr6",28972891,28973328,4,-8.93149123794985,1.64892326237737,-8.93149123794985,1.64892326237737,-5.41655966759344,6.07567213318053e-08,266988,0.016221315514936,"ZNF311","5'UTR;1stExon;TSS1500",-0.00647342785177437
"chr11",368440,368712,9,-5.11792436434821,0.945379130395634,-5.11792436434821,0.945379130395634,-5.41362105402771,6.17628052463381e-08,266988,0.0164899278471093,"B4GALNT4","TSS1500",-0.0492567382442455
"chr19",38886554,38886658,2,-14.9362344699523,2.77594724262191,-14.9362344699523,2.77594724262191,-5.38059017859606,7.42420365317765e-08,266988,0.019821732849546,"SPRED3","Body",-0.0352988529175342
"chr8",143859709,143859786,4,-7.1524868007766,1.33821169874611,-7.1524868007766,1.33821169874611,-5.34480964968277,9.05121205833281e-08,266988,0.0241656500503016,"LYNX1","TSS200;TSS1500",0.0066729313374716
"chr19",345306,345312,2,-9.62275631826673,1.80160544020499,-9.62275631826673,1.80160544020499,-5.34121184557028,9.23272845962736e-08,266988,0.0246502770597899,"MIER2","TSS1500",-0.0063871175378029
"chr10",405182,405362,2,11.2637086560858,2.13110243412639,11.2637086560858,2.13110243412639,5.28539054515378,1.25436856120976e-07,266988,0.033490135342027,"DIP2C","Body",0.0315738587068775
"chr16",67997858,67998246,5,-8.9264519732926,1.69172712852758,-8.9264519732926,1.69172712852758,-5.2765317897703,1.31651683681948e-07,266988,0.035149419722876,"SLC12A4","Body;1stExon;TSS1500;TSS200",-0.00573818946333158
"chr6",133561677,133562101,14,-6.31161214296016,1.21158489861361,-6.31161214296016,1.21158489861361,-5.20938495534438,1.89467644049611e-07,266988,0.0505855873495175,"EYA4","TSS1500",-0.000803493763440376
"chr17",78387643,78387818,2,-8.65460927096819,1.67530846646866,-8.65460927096819,1.67530846646866,-5.16597954597043,2.3918294825341e-07,266988,0.0638589769882814,"FLJ35220;LOC100294362","TSS1500;Body",-0.0160586182732936
"chr17",40440904,40440916,2,-11.0877432797793,2.14860273132447,-11.0877432797793,2.14860273132447,-5.16044363070528,2.46365336327444e-07,266988,0.0657765884153916,"STAT5A","5'UTR",-0.00984853526319202
"chr4",6107131,6107649,6,-8.23353456263781,1.59659236543509,-8.23353456263781,1.59659236543509,-5.1569422107277,2.51015230950842e-07,266988,0.0670180544811034,"JAKMIP1","Body",-0.0345704643695505
"chr6",149067875,149068180,2,18.0556250816656,3.50457180234049,18.0556250816656,3.50457180234049,5.15202030376645,2.57695127810243e-07,266988,0.0688015067838012,"UST","TSS1500;TSS200",0.0135827574714327
"chr2",63815918,63816052,3,-24.3974563494638,4.75309082848744,-24.3974563494638,4.75309082848744,-5.13296657476831,2.85210573789793e-07,266988,0.0761478006749894,"MDH1;C2orf86","TSS1500;TSS200",-0.00454149902283054
"chr22",30476089,30476254,4,-10.8426229860177,2.11988645534057,-10.8426229860177,2.11988645534057,-5.11471874293181,3.1420878154277e-07,266988,0.0838899741665412,"HORMAD2","TSS1500;TSS200",0.00132388205510149
"chr5",178487465,178487481,2,-48.2980890234316,9.52593987884584,-48.2980890234316,9.52593987884584,-5.07016521600002,3.97470509057152e-07,266988,0.106119856272151,"ZNF354C","TSS200",0.00115751656588266
"chr7",2802697,2802953,2,-6.64739384900901,1.31214878889697,-6.64739384900901,1.31214878889697,-5.06603664558268,4.06183755227492e-07,266988,0.108446188440678,"GNA12","Body",-0.0284929144195872
"chr10",119867927,119867973,2,3.48951866852867,0.692161123601206,3.48951866852867,0.692161123601206,5.04148318873104,4.61937443324579e-07,266988,0.123331754118343,"CASC2","Body",-0.0431642142350369
"chr5",140683196,140683772,8,-10.1713845890167,2.01964996941512,-10.1713845890167,2.01964996941512,-5.03621159262674,4.74835660726512e-07,266988,0.12677542338605,"SLC25A2","TSS200;1stExon;5'UTR",-0.0245841079073674
"chr8",6407676,6407997,3,-8.09124265760103,1.61123603532442,-8.09124265760103,1.61123603532442,-5.0217612318805,5.11998070053465e-07,266988,0.136697340727435,"ANGPT2;MCPH1","Body",-0.0213471790997422
"chr11",2154255,2154952,6,-9.63846706308256,1.92589480657694,-9.63846706308256,1.92589480657694,-5.00466953343824,5.59579452444299e-07,266988,0.149400998849198,"INS-IGF2;IGF2","Body",-0.0522176872079918
"chr6",30079102,30079536,12,-10.0692565866281,2.01428984230325,-10.0692565866281,2.01428984230325,-4.99891146505229,5.76548659548436e-07,266988,0.153931573515518,"TRIM31","Body",-0.00887801814028781
"chr16",67918680,67918686,2,12.6096260100876,2.53850129095801,12.6096260100876,2.53850129095801,4.96735063913591,6.78737980431985e-07,266988,0.181214895919575,"NRN1L","TSS200",0.0229796470205351
"chr4",113300580,113300650,2,19.9742208272703,4.02537490290022,19.9742208272703,4.02537490290022,4.96207715034919,6.97432805130136e-07,266988,0.186206189776085,"ALPK1","Body",0.0169798524454489
"chr12",133757909,133758001,2,-19.118987507955,3.86407716218155,-19.118987507955,3.86407716218155,-4.94787932680955,7.50263957189952e-07,266988,0.200311473402231,"ZNF268","TSS200;1stExon;5'UTR",-0.00556258483926992
"chr2",131673963,131674140,2,-13.4387506155651,2.73841085257955,-13.4387506155651,2.73841085257955,-4.90749976502101,9.22447659211472e-07,266988,0.246282455637552,"ARHGEF4","TSS1500;TSS200",-0.0154356547190094
"chr8",101157661,101157742,2,-18.8946088561012,3.861362904562,-18.8946088561012,3.861362904562,-4.89324865937313,9.91849592643773e-07,266988,0.264811939040776,"FBXO43","1stExon;5'UTR",-0.0159015841326873
"chr10",22843847,22843938,2,5.1360206943558,1.04999719941674,5.1360206943558,1.04999719941674,4.89146132695287,1.0009006158145e-06,266988,0.267228453615081,"PIP4K2A","Body",0.0126879625823022
"chr11",614761,614787,2,-11.2105730185525,2.29356640532066,-11.2105730185525,2.29356640532066,-4.88783450635915,1.01951174567799e-06,266988,0.272197401955074,"IRF7","Body",-0.0331292062233521
"chr11",417246,417907,6,-5.77529258500909,1.18978924266595,-5.77529258500909,1.18978924266595,-4.85404673189721,1.20967210296095e-06,266988,0.322967935425339,"SIGIRR","TSS1500;TSS200;5'UTR",-0.0059252647235868
"chr8",144810034,144810339,2,-12.987107940043,2.67800750834882,-12.987107940043,2.67800750834882,-4.84954127258981,1.23747320301578e-06,266988,0.330390495526776,"FAM83H","Body",-0.0920911981106809
"chr1",247802703,247803033,6,-11.9446565431946,2.46787309355921,-11.9446565431946,2.46787309355921,-4.84006109324193,1.2979922014453e-06,266988,0.346548341879478,"","",-0.0354152289767669
"chr17",79465866,79466160,3,-13.1724825200686,2.72348076559147,-13.1724825200686,2.72348076559147,-4.8366350467718,1.32055564614956e-06,266988,0.352572510854178,"","",-0.0218151953651785
"chr22",31494714,31495093,3,-8.25621930437936,1.70709074704684,-8.25621930437936,1.70709074704684,-4.8364267211114,1.32193974738497e-06,266988,0.352942049274818,"SMTN","Body",0.00888779684460834
"chr3",182816873,182817584,9,-15.6747074102872,3.24138797232685,-15.6747074102872,3.24138797232685,-4.83580106550312,1.32610495270184e-06,266988,0.354054109111959,"MCCC1","1stExon;5'UTR;TSS200;Body;TSS1500",-0.0164912454488953
"chr3",23244062,23244068,2,-30.8451156814939,6.38487159953404,-30.8451156814939,6.38487159953404,-4.83096883009282,1.35870276286838e-06,266988,0.362757333252702,"UBE2E2","TSS1500",-0.00724191785315931
"chr19",17392298,17392384,3,-9.67697936732302,2.00386337509429,-9.67697936732302,2.00386337509429,-4.82916125300591,1.3710934532497e-06,266988,0.366065498896231,"ANKLE1","TSS200",-0.00923391697285279
"chr17",78800631,78800767,2,-9.70915679191119,2.01258704583039,-9.70915679191119,2.01258704583039,-4.82421707524467,1.40554274527123e-06,266988,0.375263046474475,"RPTOR","Body",-0.0316411397565601
"chr8",23563146,23563572,2,-11.3812716282925,2.36023807324143,-11.3812716282925,2.36023807324143,-4.82208627906,1.42064468315188e-06,266988,0.379295082665355,"NKX2-6","Body",-0.0199136481023237
"chr19",7913785,7913869,2,13.0310456148582,2.70337091405258,13.0310456148582,2.70337091405258,4.82029511641211,1.4334600788853e-06,266988,0.382716639541428,"EVI5L","Body",-0.0409720750814032
"chr14",101191872,101192599,8,-7.92944645764795,1.64682512943686,-7.92944645764795,1.64682512943686,-4.81498995607352,1.47207294123739e-06,266988,0.393025810435087,"DLK1","TSS1500",-0.0133647195552895
"chr7",73417185,73417261,3,-9.72991670901459,2.03417607243114,-9.72991670901459,2.03417607243114,-4.78322247561683,1.72507010700138e-06,266988,0.460573017728084,"","",-0.0112424919505959
"chr6",166582393,166582464,2,-26.2683281726968,5.50068481491867,-26.2683281726968,5.50068481491867,-4.77546506599563,1.79292415179856e-06,266988,0.478689233440394,"T","TSS1500",-0.00536897446091393
"chr7",100845122,100845647,5,-11.2591845979326,2.35891878398419,-11.2591845979326,2.35891878398419,-4.77302765757621,1.81476857789e-06,266988,0.484521433073695,"MOGAT3","TSS1500",-0.0102713797738617
"chr19",40788787,40788926,2,-6.5981019017773,1.38554252671004,-6.5981019017773,1.38554252671004,-4.7621070985417,1.91581954253729e-06,266988,0.511500828022947,"MIR641;AKT2","TSS1500;5'UTR",-0.00617446476510826
"chr1",214160860,214161306,2,-24.9543600020051,5.24092120247494,-24.9543600020051,5.24092120247494,-4.76144537151614,1.92211331715136e-06,266988,0.513181190319608,"PROX1","TSS1500",-0.00191939150289411
"chr2",236100688,236100751,3,-9.96242927318703,2.09289149230355,-9.96242927318703,2.09289149230355,-4.76012698690932,1.93471191412829e-06,266988,0.516544864529283,"","",-0.0445135552367268
"chr3",64253803,64253818,2,-17.9740174288561,3.78089694773604,-17.9740174288561,3.78089694773604,-4.75390302283132,1.99526771407453e-06,266988,0.532712536445332,"","",0.00414315133959697
"chr1",151826167,151826205,2,4.34722334065593,0.915015429720803,4.34722334065593,0.915015429720803,4.75098364404892,2.02429507600043e-06,266988,0.540462493751203,"THEM5","1stExon;5'UTR;TSS200",-0.032184578011927
"chr19",3595832,3595996,2,-11.5697799860552,2.43931578834684,-11.5697799860552,2.43931578834684,-4.74304312763712,2.10531426661759e-06,266988,0.562093645415696,"TBXA2R","Body",-0.0150633691420201
"chr5",154071076,154071666,4,-4.92723102272967,1.04009865717491,-4.92723102272967,1.04009865717491,-4.73727274690738,2.16613546699422e-06,266988,0.578332176061853,"","",-0.00767966511452167
"chr2",240983080,240983326,2,-16.4358284282757,3.48398664960322,-16.4358284282757,3.48398664960322,-4.71753484765721,2.38719520919464e-06,266988,0.637352474512458,"PRR21","TSS1500",-0.00704902656026457
"chr12",9217688,9217763,2,-11.7720958241017,2.51403955743862,-11.7720958241017,2.51403955743862,-4.68254200267852,2.83339105238174e-06,266988,0.756481410293297,"LOC144571","TSS200",-0.0601525496543281
"chr6",28226885,28227068,3,-12.5182696485023,2.67343611529926,-12.5182696485023,2.67343611529926,-4.68246447965,2.83446315379948e-06,266988,0.756767648506616,"NKAPL","TSS200;TSS1500",0.00994586481019569
"chr7",116592956,116592959,2,-7.97339458765526,1.70933889375715,-7.97339458765526,1.70933889375715,-4.66460724481008,3.09207039847095e-06,266988,0.825545691546963,"ST7OT4;ST7OT1;ST7","TSS1500;Body",-0.0136711440577126
"chr18",13619524,13619641,2,10.9509525745755,2.34987797715018,10.9509525745755,2.34987797715018,4.66022179920011,3.15868824303745e-06,266988,0.843331856632082,"C18orf1","TSS1500;Body",-0.0281880844402416
"chr7",29603211,29603407,6,-9.58762342971724,2.05994721408235,-9.58762342971724,2.05994721408235,-4.6543053939313,3.25074693445916e-06,266988,0.867910422537383,"PRR15","TSS200;TSS1500",-0.0110930180156179
"chr3",159706828,159707010,2,-18.1922358467594,3.91243596992696,-18.1922358467594,3.91243596992696,-4.64984883755147,3.32178400757831e-06,266988,0.886876468615319,"IL12A","Body;1stExon;5'UTR",-0.0178069538300329
"chr20",35489181,35489221,2,-9.17008141707446,1.9735262647707,-9.17008141707446,1.9735262647707,-4.6465464284763,3.37538192300048e-06,266988,0.901186468858052,"C20orf117","Body;TSS1500",-0.013656642696278
"chr4",4763284,4763596,4,-8.23573168926137,1.7773849294469,-8.23573168926137,1.7773849294469,-4.63362300018163,3.59321102140878e-06,266988,0.959344224183887,"","",-0.0269073524148424
